Trial Number	Score	Moogles Eaten	Time Taken	Data Location
0	6510	88	159.25011897087097	B14CA15data0
1	6628	89	244.53906345367432	B14CA15data1
2	7338	97	276.17652654647827	B14CA15data2
3	7524	98	320.894784450531	B14CA15data3
4	6246	86	139.07891964912415	B14CA15data4
5	6859	91	183.35542106628418	B14CA15data5
6	8119	104	383.32336258888245	B14CA15data6
7	7348	97	288.88382363319397	B14CA15data7
8	6210	84	127.16284036636353	B14CA15data8
9	6077	86	142.4205539226532	B14CA15data9
10	7760	102	452.5351321697235	B14CA15data10
11	9545	124	698.2646255493164	B14CA15data11
12	6471	88	165.4666428565979	B14CA15data12
13	6976	83	91.66823482513428	B14CA15data13
14	5978	82	104.74414849281311	B14CA15data14
15	6932	96	219.3714153766632	B14CA15data15
16	6714	93	285.69569635391235	B14CA15data16
17	7236	94	237.7155647277832	B14CA15data17
18	6618	83	93.11932063102722	B14CA15data18
19	6165	83	187.1023485660553	B14CA15data19
20	6158	81	92.52073836326599	B14CA15data20
21	5827	83	155.18400168418884	B14CA15data21
22	6653	88	216.96565461158752	B14CA15data22
23	6891	87	123.9534022808075	B14CA15data23
24	6714	86	264.6428818702698	B14CA15data24
25	6229	83	104.07071948051453	B14CA15data25
26	6839	92	212.24621438980103	B14CA15data26
27	6637	91	167.09945964813232	B14CA15data27
28	7037	93	235.7808916568756	B14CA15data28
29	6761	88	169.48471188545227	B14CA15data29
30	6953	93	256.11119413375854	B14CA15data30
31	6364	88	153.97030472755432	B14CA15data31
32	7003	91	167.72546291351318	B14CA15data32
33	7250	90	261.86953568458557	B14CA15data33
34	6698	87	194.206396818161	B14CA15data34
35	5832	86	198.5217444896698	B14CA15data35
36	6281	86	164.568457365036	B14CA15data36
37	7202	97	280.81651401519775	B14CA15data37
38	7346	100	339.207190990448	B14CA15data38
39	6986	95	230.99480605125427	B14CA15data39
40	6914	96	424.2578001022339	B14CA15data40
41	6885	90	339.98502707481384	B14CA15data41
42	7339	97	265.856627702713	B14CA15data42
43	6262	90	169.06403493881226	B14CA15data43
44	7116	92	298.8389902114868	B14CA15data44
45	7832	101	341.93520522117615	B14CA15data45
